"Time","Cuisine","Extérieur","2ème étage","Chambre 3","Buanderie","Extérieur Cuisine","Extérieur Station météo","Salon","Extérieur Buanderie","2ème étage 2","Chambre3 2","Chambre 2","Chambre 1","Chambre 2 2"
2020-01-11 13:00:00,44,80,59,49,59,89,86,,78,,,51,45,45
2020-01-12 01:00:00,43,68,56,49,59,82,54,47,65,55,49,49,44,44
2020-01-12 13:00:00,46,78,63,53,61,93,92,51,73,58,52,55,52,50
2020-01-13 01:00:00,44,72,58,50,62,85,70,46,71,55,51,49,44,45
2020-01-13 13:00:00,42,75,62,53,59,89,89,49,72,59,53,53,53,50
2020-01-14 01:00:00,45,58,59,52,62,71,37,47,52,55,52,51,48,47
2020-01-14 13:00:00,45,64,60,53,58,73,56,48,59,57,51,51,51,49
2020-01-15 01:00:00,44,59,60,49,57,69,41,45,55,54,50,51,45,47
2020-01-15 13:00:00,48,75,62,53,62,86,88,49,74,56,53,54,54,51
2020-01-16 01:00:00,39,64,61,52,63,77,45,50,63,56,53,52,50,50
2020-01-16 13:00:00,46,72,65,55,59,82,81,51,68,61,54,58,56,52
2020-01-17 01:00:00,46,85,61,52,62,85,84,46,75,57,51,51,48,49
2020-01-17 13:00:00,47,84,63,54,64,99,93,51,83,59,54,57,57,52
2020-01-18 01:00:00,52,81,63,54,70,,95,51,85,57,53,54,52,52
2020-01-18 13:00:00,45,70,62,55,61,86,74,49,68,58,55,58,56,51
2020-01-19 01:00:00,42,57,59,50,60,64,47,46,56,56,51,50,46,44
2020-01-19 13:00:00,46,66,61,54,65,72,60,48,63,57,53,53,55,50
2020-01-20 01:00:00,45,58,59,51,58,61,42,46,54,57,51,49,47,45
2020-01-20 13:00:00,41,59,58,50,52,64,51,45,57,56,51,49,46,44
2020-01-21 01:00:00,39,61,57,47,51,74,46,44,66,54,49,46,44,41
2020-01-21 13:00:00,39,69,56,49,54,76,75,41,66,52,49,47,49,45
2020-01-22 01:00:00,38,66,55,46,54,74,50,43,63,53,48,45,43,40
2020-01-22 13:00:00,40,70,57,50,55,75,72,44,66,54,50,48,51,46
2020-01-23 01:00:00,44,65,58,49,60,71,53,45,69,54,47,44,45,45
2020-01-23 13:00:00,40,73,57,51,54,82,84,46,70,54,50,50,49,46
2020-01-24 01:00:00,43,69,56,49,60,78,62,45,69,52,49,46,45,45
2020-01-24 13:00:00,42,77,58,52,56,84,86,47,74,55,52,53,50,49
2020-01-25 01:00:00,43,70,57,50,59,89,54,45,70,52,51,48,45,46
2020-01-25 13:00:00,43,77,60,52,55,87,88,46,75,55,52,53,51,49
2020-01-26 01:00:00,47,77,59,51,66,83,78,46,81,53,52,49,49,46
2020-01-26 13:00:00,45,83,61,54,61,92,93,48,83,59,54,53,54,50
2020-01-27 01:00:00,46,78,60,53,60,87,74,48,79,56,53,50,50,48
2020-01-27 13:00:00,47,75,62,54,61,81,65,49,71,58,53,53,53,50
2020-01-28 01:00:00,49,80,64,59,65,99,72,51,65,59,55,53,56,55
2020-01-28 13:00:00,48,75,63,56,65,99,86,53,77,61,55,58,57,52
2020-01-29 01:00:00,46,81,61,53,,97,91,49,84,57,54,51,50,47
2020-01-29 13:00:00,47,81,63,54,63,93,94,50,82,59,54,54,56,51
2020-01-30 01:00:00,44,68,58,50,61,82,55,46,69,55,51,48,46,43
2020-01-30 13:00:00,45,85,58,51,61,93,92,46,86,55,,50,48,46
2020-01-31 01:00:00,47,81,58,52,61,89,70,48,82,,,51,49,47
2020-01-31 13:00:00,49,86,60,54,60,97,95,50,81,56,53,52,51,50
2020-02-01 01:00:00,51,82,61,55,61,92,85,51,77,57,53,52,53,53
2020-02-01 13:00:00,52,87,67,58,67,96,94,54,85,62,57,62,60,61
2020-02-02 01:00:00,52,86,65,58,67,92,85,51,89,59,57,58,57,54
2020-02-02 13:00:00,55,89,70,60,70,97,96,56,92,65,60,64,62,60
2020-02-03 01:00:00,56,80,66,62,67,88,72,55,82,63,60,59,58,55
2020-02-03 13:00:00,55,77,68,61,,89,84,54,75,66,61,64,62,59
2020-02-04 01:00:00,52,62,64,58,65,89,59,53,63,62,59,57,57,54
2020-02-04 13:00:00,50,76,65,59,61,99,85,53,77,62,59,59,61,55
2020-02-05 01:00:00,47,68,63,55,63,84,47,49,63,59,56,55,51,49
2020-02-05 13:00:00,45,57,62,57,59,53,51,49,54,60,57,58,59,53
2020-02-06 01:00:00,48,58,60,55,65,75,47,45,63,57,54,51,51,47
2020-02-06 13:00:00,45,68,63,56,59,78,74,50,64,62,57,59,59,52
2020-02-07 01:00:00,32,58,61,54,57,85,43,45,72,57,54,51,51,48
2020-02-07 13:00:00,44,69,61,54,54,79,73,46,64,57,54,54,55,50
2020-02-08 01:00:00,40,69,58,48,55,89,48,42,74,55,52,51,46,43
2020-02-08 13:00:00,44,68,62,54,56,66,76,47,64,58,53,55,56,51
2020-02-09 01:00:00,40,53,57,48,54,64,35,42,49,55,51,46,46,42
2020-02-09 13:00:00,45,66,60,59,55,66,55,46,59,57,53,53,54,54
2020-02-10 13:00:00,52,52,63,57,59,52,38,51,47,60,56,57,58,55
2020-02-11 01:00:00,50,58,61,59,63,98,46,49,54,58,57,56,56,55
2020-02-11 13:00:00,49,70,63,58,63,89,66,52,68,60,56,57,58,54
2020-02-12 01:00:00,45,59,61,54,58,73,40,47,61,58,55,54,50,48
2020-02-12 13:00:00,43,69,60,57,53,53,75,46,60,58,56,57,57,51
2020-02-13 01:00:00,45,68,58,52,59,67,40,43,65,54,52,50,49,46
2020-02-13 13:00:00,47,66,61,55,62,99,52,48,100,57,54,54,56,52
2020-02-14 01:00:00,48,72,61,56,64,83,69,47,73,58,55,53,53,51
2020-02-14 13:00:00,46,77,61,55,56,66,89,43,71,56,52,51,57,51
2020-02-15 01:00:00,49,67,60,56,64,79,43,45,65,56,53,52,52,52
2020-02-15 13:00:00,47,70,61,57,56,63,72,48,62,58,56,58,57,53
2020-02-16 01:00:00,45,63,59,52,59,70,43,45,60,56,52,51,49,46
2020-02-16 13:00:00,49,74,65,57,55,77,72,50,67,62,56,58,59,55
2020-02-17 01:00:00,50,73,61,55,58,72,63,48,71,58,54,53,54,51
2020-02-17 13:00:00,51,82,66,58,64,99,92,53,83,62,58,61,60,57
2020-02-18 01:00:00,46,58,61,54,62,81,41,47,60,59,55,52,51,48
2020-02-18 13:00:00,46,71,61,55,58,71,80,46,67,57,53,55,55,51
2020-02-19 01:00:00,51,77,62,56,64,87,84,49,79,56,56,53,53,52
2020-02-19 13:00:00,47,78,64,56,63,93,94,50,76,61,56,56,56,53
2020-02-20 01:00:00,46,70,60,52,63,82,48,46,69,57,54,49,49,46
2020-02-20 13:00:00,46,75,62,56,59,84,78,48,70,59,56,57,57,52
2020-02-21 01:00:00,47,56,60,55,,62,36,47,57,57,55,51,51,50
2020-02-21 13:00:00,47,71,63,57,57,78,75,49,64,60,56,57,53,54
2020-02-22 01:00:00,46,70,57,52,62,65,46,43,72,55,54,50,48,45
2020-02-22 13:00:00,48,72,63,57,54,79,74,49,65,60,57,59,58,54
2020-02-23 01:00:00,49,59,60,54,58,70,36,46,56,56,55,54,51,52
2020-02-23 13:00:00,49,69,64,58,53,71,69,51,60,61,57,61,59,57
2020-02-24 01:00:00,45,62,59,53,57,70,36,45,57,57,54,51,50,48
2020-02-24 13:00:00,50,72,63,58,53,76,66,50,61,60,57,60,59,57
2020-02-25 01:00:00,48,51,61,57,55,58,37,47,48,58,55,54,53,52
2020-02-25 13:00:00,49,63,62,58,59,56,75,51,55,60,57,59,59,55
2020-02-26 01:00:00,49,55,59,57,67,84,46,46,73,55,54,53,55,53
2020-02-26 13:00:00,47,75,61,56,56,69,84,47,74,58,56,57,57,53
2020-02-27 01:00:00,44,82,57,51,62,77,73,45,86,52,53,49,48,45
2020-02-27 13:00:00,48,65,65,57,65,99,54,51,68,60,57,56,56,52
2020-02-28 01:00:00,40,60,58,50,57,85,39,44,57,56,53,47,46,42
2020-02-28 13:00:00,45,53,59,52,53,62,46,45,52,54,52,51,47,48
2020-02-29 01:00:00,48,57,59,53,57,62,38,46,63,56,53,53,49,50
2020-02-29 13:00:00,51,77,60,53,64,84,70,48,75,57,52,55,51,53
2020-03-01 01:00:00,52,62,60,53,64,68,40,50,73,57,53,54,52,53
2020-03-01 13:00:00,52,69,60,53,63,61,67,50,65,57,53,56,53,54
2020-03-02 01:00:00,53,87,61,53,65,91,90,51,81,58,53,57,54,55
2020-03-02 13:00:00,53,70,61,54,67,91,61,52,76,58,53,59,55,56
2020-03-03 01:00:00,52,52,61,53,66,78,37,52,82,59,53,58,53,54
2020-03-03 13:00:00,53,65,61,53,62,60,54,51,62,59,53,58,54,56
2020-03-04 01:00:00,53,58,61,53,62,68,36,52,75,58,53,57,53,55
2020-03-04 13:00:00,53,61,60,53,60,68,50,52,54,58,53,59,54,56
2020-03-05 01:00:00,55,87,62,54,65,89,88,55,89,59,53,60,56,57
2020-03-05 13:00:00,56,75,63,54,68,99,73,54,93,60,54,61,57,59
2020-03-06 01:00:00,56,53,62,54,67,70,34,54,63,60,54,61,57,58
2020-03-06 13:00:00,56,64,62,54,62,71,57,53,63,60,54,61,57,59
2020-03-07 01:00:00,47,46,59,51,60,54,32,53,67,60,54,61,53,46
2020-03-07 13:00:00,49,59,62,52,58,65,55,49,55,55,50,50,56,49
2020-03-08 01:00:00,46,51,56,51,57,60,32,46,47,56,52,50,48,43
2020-03-08 13:00:00,49,74,59,54,55,72,73,48,67,52,49,53,55,50
2020-03-09 01:00:00,52,71,60,56,59,99,56,50,71,57,55,52,53,50
2020-03-09 13:00:00,48,75,63,58,59,85,87,49,72,59,57,55,58,52
2020-03-10 01:00:00,50,72,60,53,61,80,66,48,68,57,55,52,51,47
2020-03-10 13:00:00,51,81,65,58,65,90,90,53,81,60,57,57,58,52
2020-03-11 01:00:00,52,73,64,57,64,80,46,51,73,59,56,55,54,53
2020-03-11 13:00:00,54,80,65,60,59,87,86,55,73,62,58,61,60,57
2020-03-12 01:00:00,50,61,62,56,61,67,37,48,61,60,55,52,52,49
2020-03-12 13:00:00,57,83,65,61,61,99,91,55,79,62,60,61,63,60
2020-03-13 01:00:00,56,52,62,57,62,71,39,49,52,59,57,55,54,54
2020-03-13 13:00:00,56,67,65,61,61,65,71,54,64,62,59,64,63,63
2020-03-14 01:00:00,53,54,64,58,65,61,35,48,54,60,58,59,56,56
2020-03-14 13:00:00,53,64,65,59,55,69,61,49,58,59,55,62,61,59
2020-03-15 01:00:00,45,55,61,55,57,65,34,45,53,58,55,56,51,52
2020-03-15 13:00:00,53,69,65,59,53,65,51,49,61,60,58,63,61,61
2020-03-16 01:00:00,50,57,63,58,61,64,33,46,53,60,57,56,54,55
2020-03-16 13:00:00,49,64,62,59,55,65,58,47,57,60,57,61,61,58
2020-03-17 01:00:00,54,55,64,60,62,56,33,49,49,61,57,57,56,56
2020-03-17 13:00:00,53,67,63,59,52,67,67,45,60,62,56,61,60,60
2020-03-18 01:00:00,54,59,63,58,61,65,34,51,54,59,56,57,54,55
2020-03-18 13:00:00,55,72,63,61,52,70,73,53,63,58,56,63,62,62
2020-03-19 01:00:00,54,61,64,62,62,65,35,53,57,59,60,58,58,60
2020-03-19 13:00:00,57,68,64,62,52,68,67,54,60,61,59,64,65,63
2020-03-20 01:00:00,53,57,62,60,60,53,32,50,51,58,60,58,56,57
2020-03-20 13:00:00,54,65,61,59,50,64,63,51,57,56,54,61,60,60
2020-03-21 01:00:00,56,58,62,64,63,63,35,49,63,58,61,58,62,63
2020-03-21 13:00:00,56,68,61,61,51,68,65,51,62,55,57,57,62,61
2020-03-22 01:00:00,51,62,62,63,62,61,48,48,59,57,57,57,61,60
2020-03-22 13:00:00,54,63,62,61,55,67,59,48,62,60,59,63,63,60
2020-03-23 01:00:00,51,54,61,56,56,54,42,47,53,58,56,55,54,53
2020-03-23 13:00:00,48,43,64,59,53,47,43,45,41,61,58,61,60,51
2020-03-24 01:00:00,50,45,62,57,62,52,30,48,49,58,56,52,53,52
2020-03-24 13:00:00,42,48,56,53,46,49,41,42,43,51,47,46,55,49
2020-03-25 01:00:00,46,43,60,54,58,48,26,44,40,56,51,51,50,51
2020-03-25 13:00:00,44,45,59,56,49,39,39,46,43,58,55,59,59,54
2020-03-26 01:00:00,45,42,56,51,53,46,28,42,41,54,52,52,48,48
2020-03-26 13:00:00,43,44,58,56,49,36,37,44,40,56,54,58,57,52
2020-03-27 01:00:00,42,48,56,51,52,53,35,39,53,53,51,50,49,46
2020-03-27 13:00:00,44,63,56,54,51,61,62,41,59,53,53,53,54,50
2020-03-28 01:00:00,47,50,57,54,57,51,32,44,46,53,52,52,51,51
2020-03-28 13:00:00,47,65,61,57,48,61,60,45,57,58,55,59,59,56
2020-03-29 01:00:00,50,53,60,57,60,52,39,47,51,57,53,55,56,55
2020-03-29 14:00:00,50,68,62,59,61,81,82,50,72,59,58,60,66,55
2020-03-30 02:00:00,49,58,60,55,61,57,48,45,58,57,54,54,55,55
2020-03-30 14:00:00,43,59,60,58,60,60,51,48,54,58,57,60,60,52
2020-03-31 02:00:00,44,49,57,53,58,51,36,43,46,55,54,52,51,47
2020-03-31 14:00:00,41,39,56,56,44,37,16,43,37,53,55,55,57,51
2020-04-01 02:00:00,44,46,58,52,57,53,29,43,46,52,52,48,51,44
2020-04-01 14:00:00,44,66,56,54,45,64,67,42,57,49,47,54,53,52
2020-04-02 02:00:00,48,59,57,56,60,61,36,46,53,51,52,52,52,53
2020-04-02 14:00:00,39,54,53,54,37,45,49,35,49,51,51,57,56,53
2020-04-03 02:00:00,44,46,55,50,53,44,27,43,43,51,52,51,52,47
2020-04-03 14:00:00,45,51,57,53,44,52,47,41,47,56,47,56,54,53
2020-04-04 02:00:00,41,47,55,52,47,50,30,40,43,53,50,52,47,50
2020-04-04 14:00:00,45,59,56,54,44,55,53,42,51,54,53,55,55,54
2020-04-05 02:00:00,44,47,55,53,53,50,26,41,43,52,55,49,50,48
2020-04-05 14:00:00,45,46,54,54,43,36,37,33,38,51,49,54,52,53
2020-04-06 02:00:00,35,44,52,51,46,63,22,39,38,54,52,52,46,45
2020-04-06 14:00:00,45,57,51,54,44,51,52,42,50,48,49,53,53,53
2020-04-07 02:00:00,47,44,55,51,53,47,23,40,40,53,52,51,49,52
2020-04-07 14:00:00,49,50,53,56,44,35,39,40,44,51,54,57,56,56
2020-04-08 02:00:00,44,38,54,54,46,42,19,41,37,53,53,51,45,46
2020-04-08 14:00:00,47,52,53,56,41,46,46,43,45,48,51,54,52,54
2020-04-09 02:00:00,46,42,53,54,46,45,21,41,39,52,53,52,49,50
2020-04-09 14:00:00,50,55,52,57,38,49,48,46,46,49,56,58,58,57
2020-04-10 02:00:00,52,44,51,56,49,44,21,42,40,48,54,52,51,52
2020-04-10 14:00:00,47,57,53,57,41,51,52,39,47,48,52,55,53,55
2020-04-11 02:00:00,42,38,49,49,43,41,10,40,37,48,51,50,44,47
2020-04-11 14:00:00,46,46,45,54,41,38,37,39,40,47,54,55,55,54
2020-04-12 02:00:00,43,45,52,54,44,41,26,41,40,49,52,51,47,47
2020-04-12 14:00:00,50,44,53,57,45,35,37,45,41,51,55,57,57,56
2020-04-13 02:00:00,50,45,49,53,44,41,28,42,39,49,52,53,50,52
2020-04-13 14:00:00,49,49,52,56,42,45,40,39,46,46,52,58,56,59
2020-04-14 02:00:00,40,36,52,54,45,39,17,39,34,52,54,54,49,49
2020-04-14 14:00:00,45,39,49,54,40,26,31,40,36,47,48,57,54,57
2020-04-15 02:00:00,42,38,49,52,46,44,22,41,36,43,50,49,44,45
2020-04-15 14:00:00,47,57,51,54,43,51,50,43,51,50,53,56,55,56
2020-04-16 02:00:00,50,49,53,56,51,48,30,45,45,51,55,53,52,54
2020-04-16 14:00:00,48,48,51,57,43,35,43,40,44,46,53,58,56,58
2020-04-17 02:00:00,41,46,52,49,44,59,29,40,60,52,50,51,46,46
2020-04-17 14:00:00,50,56,53,57,45,51,51,45,51,48,56,57,58,59
2020-04-18 02:00:00,49,53,54,57,50,68,31,46,47,53,55,54,53,52
2020-04-18 14:00:00,54,63,54,60,45,58,59,48,54,52,58,60,61,61
2020-04-19 02:00:00,58,61,59,61,53,57,44,50,66,55,57,58,60,59
2020-04-19 14:00:00,58,80,59,62,54,76,84,51,73,58,60,62,64,64
2020-04-20 02:00:00,60,56,61,63,56,56,37,52,54,59,62,61,60,62
2020-04-20 14:00:00,57,55,56,63,52,60,51,49,56,54,63,61,65,65
2020-04-21 02:00:00,51,53,56,57,49,49,40,47,51,52,57,59,57,57
2020-04-21 14:00:00,55,61,56,59,51,57,55,48,57,53,55,58,55,55
2020-04-22 02:00:00,46,45,56,56,51,44,24,42,43,54,55,53,51,49
2020-04-22 14:00:00,52,65,54,59,47,60,61,46,56,52,58,59,60,59
2020-04-23 02:00:00,55,53,54,56,49,50,28,41,52,48,55,53,51,52
2020-04-23 14:00:00,52,59,55,60,46,56,59,43,48,49,59,60,62,60
2020-04-24 02:00:00,49,53,56,58,52,52,30,47,49,51,56,55,55,54
2020-04-24 14:00:00,52,60,52,60,37,60,60,41,56,51,58,59,59,60
2020-04-25 02:00:00,48,51,55,58,49,48,30,46,48,54,55,56,54,56
2020-04-25 14:00:00,56,79,56,61,51,99,87,49,100,55,59,57,66,55
2020-04-26 02:00:00,59,71,63,62,58,78,62,52,83,58,62,62,63,63
2020-04-26 14:00:00,57,77,60,62,52,78,84,46,71,55,59,64,65,64
2020-04-27 02:00:00,54,61,60,60,56,66,35,48,62,56,58,60,57,58
2020-04-27 14:00:00,60,79,62,64,56,86,89,53,98,61,63,67,67,66
2020-04-28 02:00:00,61,70,63,63,60,71,82,55,100,59,60,63,60,60
2020-04-28 14:00:00,61,82,64,64,62,99,92,57,100,62,64,62,61,60
2020-04-29 02:00:00,55,61,64,63,62,74,39,53,100,63,60,63,61,60
2020-04-29 14:00:00,58,67,63,62,54,60,63,52,73,59,59,64,62,62
2020-04-30 02:00:00,62,83,65,63,60,85,92,56,100,63,62,63,62,63
2020-04-30 14:00:00,60,81,66,63,64,80,71,54,100,62,63,66,63,64
2020-05-01 02:00:00,61,83,68,65,66,88,92,54,100,65,61,65,63,65
2020-05-01 14:00:00,61,87,69,63,66,91,0,56,100,67,63,68,65,66
2020-05-02 02:00:00,58,78,74,70,71,77,60,58,100,69,68,69,70,71
2020-05-02 14:00:00,63,88,73,68,67,99,94,60,100,72,69,73,71,71
2020-05-03 02:00:00,63,63,80,67,65,81,42,56,100,72,68,70,68,68
2020-05-03 14:00:00,65,79,72,70,58,86,87,59,90,69,70,70,71,70
2020-05-04 02:00:00,53,59,67,67,62,67,32,54,79,66,67,67,64,67
2020-05-04 14:00:00,63,72,68,69,54,74,71,57,71,62,69,70,72,70
2020-05-05 02:00:00,60,61,67,68,56,61,43,56,64,64,66,68,67,67
2020-05-05 14:00:00,65,82,66,69,56,83,92,59,100,64,68,70,71,70
2020-05-06 02:00:00,64,59,67,65,60,62,35,56,57,64,63,66,65,65
2020-05-06 14:00:00,61,63,64,69,52,64,59,56,61,64,68,66,70,67
2020-05-07 02:00:00,53,55,59,58,55,55,32,49,55,57,59,57,51,51
2020-05-07 14:00:00,61,74,62,66,52,71,77,55,68,62,65,64,65,66
2020-05-08 02:00:00,60,58,64,64,57,59,32,57,57,60,63,63,62,63
2020-05-08 14:00:00,63,53,63,67,51,44,47,58,49,61,66,67,66,67
