"Time","Cuisine","Extérieur","2ème étage","Chambre 3","Buanderie","Extérieur Cuisine","Extérieur Station météo","Salon","Extérieur Buanderie","2ème étage 2","Chambre3 2","Chambre 2","Chambre 1","Chambre 2 2"
2020-09-13 02:00:00,63,62,64,68,53,76,37,58,73,63,64,66,66,68
2020-09-13 14:00:00,62,73,60,69,50,70,74,56,64,60,68,70,72,70
2020-09-14 02:00:00,63,58,64,69,54,62,32,59,59,64,65,67,65,65
2020-09-14 14:00:00,64,78,64,70,51,74,77,60,67,61,68,73,73,75
2020-09-15 02:00:00,63,56,63,66,53,61,31,57,57,61,64,65,64,64
2020-09-15 14:00:00,62,72,59,69,47,71,74,54,63,59,67,72,73,73
2020-09-16 02:00:00,63,60,64,65,53,62,32,62,61,63,64,65,63,63
2020-09-16 14:00:00,58,68,58,69,47,39,66,53,59,56,67,70,71,70
2020-09-17 02:00:00,61,59,61,65,51,57,32,58,56,61,63,63,62,62
2020-09-17 14:00:00,59,69,58,68,47,63,69,40,38,61,65,65,72,70
2020-09-18 02:00:00,59,60,62,66,53,61,37,,,,,,65,63
2020-09-18 14:00:00,60,69,57,68,47,65,67,,,,,,69,70
2020-09-19 02:00:00,64,70,67,70,55,81,50,,,,,,68,71
2020-09-19 14:00:00,64,78,63,71,53,77,83,,,,,,74,73
2020-09-20 02:00:00,64,66,65,67,56,67,50,,,,,,64,65
2020-09-20 14:00:00,64,85,66,70,58,85,91,61,90,66,68,71,71,71
2020-09-21 02:00:00,64,70,66,66,58,72,48,59,78,66,66,68,65,66
2020-09-21 14:00:00,66,83,66,70,59,85,91,61,84,67,69,73,71,72
2020-09-22 02:00:00,62,69,70,68,59,72,53,61,76,69,68,70,67,68
2020-09-22 14:00:00,66,82,70,71,60,83,86,61,86,70,70,74,73,73
2020-09-23 02:00:00,62,68,71,71,61,72,41,59,77,70,68,71,70,70
2020-09-23 14:00:00,64,80,67,71,56,80,83,55,75,67,68,74,73,74
2020-09-24 02:00:00,59,75,69,69,58,71,57,61,81,65,66,69,68,69
2020-09-24 14:00:00,65,60,71,71,59,64,45,62,67,70,70,75,74,74
2020-09-25 02:00:00,60,73,68,66,59,99,62,56,100,66,65,68,64,65
2020-09-25 14:00:00,58,79,69,68,57,99,89,55,100,67,68,71,69,70
2020-09-26 02:00:00,59,68,68,67,61,93,46,53,100,65,65,68,64,64
2020-09-26 14:00:00,58,78,69,68,61,99,91,56,100,68,67,72,70,69
2020-09-27 02:00:00,56,78,70,67,61,88,80,55,100,67,64,69,69,68
2020-09-27 14:00:00,57,82,71,68,61,92,91,,,,,,69,71
2020-09-28 02:00:00,53,72,68,67,60,80,63,,,,,,65,63
2020-09-28 14:00:00,60,84,72,68,61,91,92,60,100,69,68,73,71,71
2020-09-29 02:00:00,55,68,67,64,58,75,44,57,81,66,64,66,63,60
2020-09-29 14:00:00,61,84,71,68,59,89,93,59,86,69,67,72,72,70
2020-09-30 02:00:00,62,69,70,67,60,75,44,58,76,68,66,70,66,67
2020-09-30 14:00:00,63,84,72,69,57,89,94,62,81,70,67,74,73,73
2020-10-01 02:00:00,61,82,71,68,59,79,82,58,80,68,63,66,68,65
2020-10-01 14:00:00,63,86,73,70,62,93,93,62,90,72,69,74,74,72
2020-10-02 02:00:00,61,82,74,71,63,87,80,61,100,70,69,75,70,71
2020-10-02 14:00:00,64,83,76,70,65,99,82,57,100,73,70,77,75,75
2020-10-03 02:00:00,62,59,74,69,65,81,37,57,100,70,70,73,70,71
2020-10-03 14:00:00,62,78,74,69,64,84,83,53,98,70,67,76,73,74
2020-10-04 02:00:00,63,60,73,69,64,63,41,58,69,71,68,71,68,71
2020-10-04 14:00:00,65,75,76,71,63,79,63,63,100,74,71,77,73,75
2020-10-05 02:00:00,60,67,75,69,63,75,44,59,100,73,68,73,70,68
2020-10-05 14:00:00,59,80,73,68,62,86,86,61,100,72,68,71,70,70
2020-10-06 02:00:00,53,73,73,67,62,77,60,,,,,,67,67
2020-10-06 14:00:00,65,76,75,69,65,89,66,,,,,,74,73
2020-10-07 02:00:00,64,60,74,67,64,65,41,,,,,,69,70
2020-10-07 14:00:00,62,80,73,69,59,84,90,,,,,,73,73
2020-10-08 02:00:00,55,69,72,66,61,74,39,,,,,,65,66
2020-10-08 14:00:00,62,81,74,68,59,85,89,,,,,,71,72
2020-10-09 02:00:00,53,70,73,68,60,76,44,,,,,,66,69
2020-10-09 14:00:00,63,84,72,69,58,86,87,,,,,,72,73
2020-10-10 02:00:00,66,75,72,70,61,83,73,,,,,,71,72
2020-10-10 14:00:00,62,73,72,69,59,75,82,,,,,,74,72
2020-10-11 02:00:00,51,48,70,69,56,51,32,,,,,,68,65
2020-10-11 14:00:00,60,65,73,69,57,74,73,58,70,71,68,75,73,72
2020-10-12 02:00:00,55,46,69,64,59,46,35,53,47,68,62,66,63,64
2020-10-12 14:00:00,54,68,69,65,52,70,73,56,65,70,64,71,69,66
2020-10-13 02:00:00,53,61,67,61,57,66,44,49,64,65,58,64,60,60
2020-10-13 14:00:00,53,76,68,64,58,77,79,54,75,68,62,69,68,66
2020-10-14 02:00:00,53,68,67,59,56,70,59,52,68,65,58,64,60,60
2020-10-14 14:00:00,56,65,71,65,56,59,59,56,63,68,63,70,70,68
2020-10-15 02:00:00,53,67,67,59,58,83,57,51,75,66,57,64,63,59
2020-10-15 14:00:00,55,70,69,64,57,84,83,55,71,67,62,70,70,67
2020-10-16 02:00:00,53,63,68,61,58,65,50,50,65,66,59,63,65,62
2020-10-16 14:00:00,55,74,70,64,55,77,80,55,72,68,63,69,69,65
2020-10-17 02:00:00,52,73,69,64,59,73,63,56,76,65,60,66,66,65
2020-10-17 14:00:00,56,79,71,66,57,84,87,58,78,68,64,71,71,67
2020-10-18 02:00:00,56,62,69,63,60,66,50,52,65,65,61,67,65,65
2020-10-18 14:00:00,58,77,71,67,59,82,90,57,75,69,65,71,70,69
2020-10-19 02:00:00,53,69,66,59,56,78,45,52,71,65,59,63,60,58
2020-10-19 14:00:00,54,79,68,63,53,85,90,51,76,66,61,69,68,66
2020-10-20 02:00:00,52,62,64,54,55,61,33,49,55,63,57,64,56,55
2020-10-20 14:00:00,58,71,68,65,54,69,70,53,68,67,62,69,67,68
2020-10-21 02:00:00,55,61,70,67,57,57,41,56,58,68,65,71,68,66
2020-10-21 14:00:00,61,72,71,70,57,68,71,57,70,70,67,72,72,71
2020-10-22 02:00:00,62,84,71,69,61,84,88,56,91,68,65,71,69,71
2020-10-22 14:00:00,64,90,75,70,63,92,95,60,100,72,69,75,74,74
2020-10-23 02:00:00,63,88,78,73,64,91,93,57,100,74,70,77,75,75
2020-10-23 14:00:00,67,86,77,72,63,85,70,61,100,75,71,78,76,76
2020-10-24 02:00:00,65,73,77,73,66,86,48,61,,75,71,78,74,77
2020-10-24 14:00:00,65,84,77,71,60,92,94,63,100,76,73,81,79,78
2020-10-25 02:00:00,63,76,74,70,62,85,52,58,98,72,69,75,70,72
2020-10-25 13:00:00,66,82,77,71,62,88,86,60,100,75,70,77,75,76
2020-10-26 01:00:00,60,79,73,66,63,99,93,57,98,72,65,70,69,66
2020-10-26 13:00:00,57,81,75,68,58,,94,56,100,74,67,75,74,71
2020-10-27 01:00:00,52,68,72,64,65,87,47,54,99,69,61,66,66,65
2020-10-27 13:00:00,57,69,73,68,56,87,78,52,90,72,66,73,72,70
2020-10-28 01:00:00,60,76,71,64,59,87,60,56,97,67,61,67,65,64
2020-10-28 13:00:00,63,73,76,69,61,90,91,59,98,74,66,73,72,72
2020-10-29 01:00:00,62,74,73,67,61,80,60,58,91,71,65,69,68,67
2020-10-29 13:00:00,62,83,74,69,59,90,94,56,91,72,67,74,73,72
2020-10-30 01:00:00,52,68,71,65,58,88,47,55,87,70,64,68,66,65
2020-10-30 13:00:00,61,84,73,69,57,94,93,58,81,69,67,74,73,73
2020-10-31 01:00:00,53,75,71,65,59,96,51,53,91,68,64,68,66,67
2020-10-31 13:00:00,63,87,73,70,58,95,94,58,84,71,67,74,72,72
2020-11-01 01:00:00,58,71,71,64,62,85,51,55,73,67,63,69,65,67
2020-11-01 13:00:00,60,79,74,68,58,77,76,54,78,74,66,73,72,71
2020-11-02 01:00:00,61,66,72,66,58,75,36,57,69,70,63,68,66,68
2020-11-02 13:00:00,63,78,74,69,56,79,75,50,73,72,66,74,73,73
2020-11-03 01:00:00,61,79,72,68,59,85,72,58,81,71,67,73,72,71
2020-11-03 13:00:00,59,76,74,69,58,85,87,60,74,73,68,75,72,71
2020-11-04 01:00:00,62,70,74,69,66,81,64,58,72,70,63,71,68,71
2020-11-04 13:00:00,62,73,75,69,58,79,73,58,75,72,68,76,73,73
2020-11-05 01:00:00,54,64,71,65,59,73,59,54,69,70,63,69,67,65
2020-11-05 13:00:00,60,72,75,69,58,75,69,58,72,73,66,74,71,72
2020-11-06 01:00:00,61,70,71,63,59,74,55,54,70,70,62,68,63,64
2020-11-06 13:00:00,61,80,74,68,55,84,87,57,76,71,65,73,70,71
2020-11-07 01:00:00,53,73,71,64,59,79,60,52,73,68,62,69,63,65
2020-11-07 13:00:00,59,77,74,68,59,83,74,57,77,71,66,73,70,69
2020-11-08 01:00:00,57,79,73,65,62,90,90,55,85,69,62,68,64,68
2020-11-08 13:00:00,62,83,76,70,61,91,94,59,82,73,67,75,70,73
2020-11-09 01:00:00,60,78,72,63,62,91,56,55,77,71,62,70,63,66
2020-11-09 13:00:00,56,82,73,67,57,89,91,55,78,72,65,74,68,70
2020-11-10 01:00:00,48,78,68,59,57,93,58,51,77,66,58,66,57,57
2020-11-10 13:00:00,58,84,70,65,56,81,94,54,79,68,62,70,68,68
2020-11-11 01:00:00,59,75,72,64,61,,71,56,76,66,60,66,63,68
2020-11-11 13:00:00,58,81,74,67,60,82,92,54,79,71,65,73,70,71
2020-11-12 01:00:00,54,82,67,58,59,88,49,51,69,67,58,64,57,59
2020-11-12 13:00:00,57,77,72,66,55,78,82,54,72,70,63,72,67,69
2020-11-13 01:00:00,56,66,69,60,59,83,45,48,63,65,58,63,60,62
2020-11-13 13:00:00,56,77,71,65,55,82,82,55,75,69,63,71,68,67
2020-11-14 01:00:00,58,73,70,62,60,90,47,52,71,67,59,66,62,64
2020-11-14 13:00:00,57,78,73,66,55,82,88,56,75,70,63,71,68,68
2020-11-15 01:00:00,57,74,71,63,63,83,58,53,80,68,60,68,63,65
2020-11-15 13:00:00,61,88,74,68,60,93,93,57,100,71,65,74,70,72
2020-11-16 01:00:00,60,70,71,64,59,99,52,55,100,69,62,67,65,65
2020-11-16 13:00:00,58,79,73,67,57,97,90,58,91,72,65,74,69,68
2020-11-17 01:00:00,56,74,69,61,63,96,55,53,85,68,58,66,58,60
2020-11-17 13:00:00,54,78,70,64,55,89,87,54,86,67,62,70,65,66
2020-11-18 01:00:00,53,75,64,56,59,95,54,49,83,63,54,60,54,56
2020-11-18 13:00:00,54,80,70,64,58,90,91,53,82,67,61,70,67,67
2020-11-19 01:00:00,55,84,67,59,61,94,84,53,95,65,57,65,58,60
2020-11-19 13:00:00,51,70,68,62,55,78,74,47,73,64,59,67,62,63
2020-11-20 01:00:00,54,63,66,57,55,72,47,52,62,64,55,63,57,58
2020-11-20 13:00:00,49,65,65,60,54,68,60,46,66,63,57,65,56,60
2020-11-21 01:00:00,43,61,64,54,57,72,46,46,63,60,53,61,55,57
2020-11-21 13:00:00,47,78,64,59,50,87,90,50,79,64,58,67,59,60
2020-11-22 01:00:00,43,75,63,52,53,86,55,45,82,60,52,57,49,51
2020-11-22 13:00:00,46,79,64,57,51,87,93,49,77,64,55,65,58,59
2020-11-23 01:00:00,46,74,61,53,56,92,60,44,74,58,50,56,50,51
2020-11-23 13:00:00,46,78,63,58,54,89,91,48,77,62,54,62,57,57
2020-11-24 01:00:00,49,73,64,57,59,89,52,49,71,58,52,58,53,55
2020-11-24 13:00:00,44,78,61,57,50,90,92,45,75,58,50,55,57,56
2020-11-25 01:00:00,47,76,60,54,56,92,74,47,80,54,51,58,54,57
2020-11-25 13:00:00,45,79,64,58,51,92,90,48,73,61,55,65,60,62
2020-11-26 01:00:00,47,75,62,54,57,95,61,43,72,56,50,59,53,58
2020-11-26 13:00:00,45,77,61,57,52,88,88,44,74,57,54,63,58,59
2020-11-27 01:00:00,41,73,60,53,52,92,61,47,77,57,51,56,53,52
2020-11-27 13:00:00,46,81,60,58,50,89,87,49,77,60,54,63,58,58
2020-11-28 01:00:00,45,70,52,53,53,86,57,45,72,57,53,55,48,48
2020-11-28 13:00:00,46,72,62,57,53,78,71,48,69,59,54,60,59,56
2020-11-29 01:00:00,43,66,60,54,53,78,65,46,68,57,51,54,54,52
2020-11-29 13:00:00,46,69,61,58,48,76,70,48,69,59,55,59,58,57
2020-11-30 01:00:00,48,66,61,54,55,76,65,44,66,57,51,56,51,53
2020-11-30 13:00:00,44,66,60,57,53,74,60,45,64,57,54,60,59,58
2020-12-01 01:00:00,44,77,60,52,52,86,93,44,93,55,52,54,47,47
2020-12-01 13:00:00,44,81,61,56,54,88,92,48,82,59,53,59,58,55
2020-12-02 01:00:00,46,73,59,51,55,87,76,45,76,55,50,52,49,49
2020-12-02 13:00:00,45,74,62,58,55,84,82,48,77,59,54,59,60,56
2020-12-03 01:00:00,45,63,59,52,55,84,48,44,64,56,49,53,51,51
2020-12-03 13:00:00,44,58,59,55,52,69,54,47,62,58,53,57,57,55
2020-12-04 01:00:00,46,76,60,52,54,77,86,44,100,55,51,54,51,49
2020-12-04 13:00:00,44,78,60,56,54,94,94,47,100,58,53,57,58,54
2020-12-05 01:00:00,42,76,54,51,52,95,88,44,100,55,51,53,49,45
2020-12-05 13:00:00,43,78,60,54,48,92,92,46,95,57,52,54,57,51
2020-12-06 01:00:00,46,74,61,53,56,92,76,46,90,55,51,52,53,52
2020-12-06 13:00:00,46,80,64,55,54,94,91,49,94,61,53,59,57,56
2020-12-07 01:00:00,48,76,62,52,59,92,65,48,87,58,48,53,50,53
2020-12-07 13:00:00,45,71,62,55,52,83,82,45,83,60,52,59,58,55
2020-12-08 01:00:00,47,69,62,55,58,87,61,47,80,57,50,56,52,54
2020-12-08 13:00:00,46,73,63,55,55,80,88,48,91,61,52,60,56,55
2020-12-09 01:00:00,46,66,59,50,54,86,71,45,95,57,48,55,49,49
2020-12-09 13:00:00,42,70,62,55,50,77,82,48,81,60,51,59,57,55
2020-12-10 01:00:00,36,61,57,46,49,83,50,41,75,55,45,51,47,45
2020-12-10 13:00:00,39,71,57,51,49,81,83,38,80,53,47,52,53,51
2020-12-11 01:00:00,42,77,57,48,,81,89,43,94,51,42,48,50,45
2020-12-11 13:00:00,43,84,60,52,,90,95,46,100,58,49,55,55,52
2020-12-12 01:00:00,44,84,58,49,,93,95,44,100,55,46,53,49,48
2020-12-12 13:00:00,47,84,64,54,,93,95,48,100,59,51,57,57,54
2020-12-13 01:00:00,44,77,58,48,,92,60,45,100,56,46,52,47,47
2020-12-13 13:00:00,46,77,61,54,,87,87,47,89,57,50,58,55,54
2020-12-14 01:00:00,46,67,59,51,,87,57,44,85,55,48,52,54,50
2020-12-14 13:00:00,45,78,60,54,,84,86,47,89,57,50,57,57,53
2020-12-15 01:00:00,48,75,60,52,,91,80,47,91,56,49,53,54,52
2020-12-15 13:00:00,50,87,63,55,,95,95,51,100,59,52,62,62,58
2020-12-16 01:00:00,51,82,63,55,,95,78,50,100,56,50,56,57,57
2020-12-16 13:00:00,50,83,64,56,,90,94,50,96,62,51,63,62,58
2020-12-17 01:00:00,48,77,59,51,,95,79,46,90,57,47,58,53,52
2020-12-17 13:00:00,50,84,65,56,,89,95,51,92,62,53,64,63,58
2020-12-18 01:00:00,53,81,65,56,,94,74,51,87,58,53,57,61,54
2020-12-18 13:00:00,49,83,65,57,,90,96,49,86,62,55,60,63,57
2020-12-19 01:00:00,48,77,60,53,,93,70,47,83,58,50,56,54,50
2020-12-19 13:00:00,50,82,64,57,,90,93,50,85,61,55,62,62,57
2020-12-20 01:00:00,55,83,65,56,,95,93,51,97,62,54,59,61,57
2020-12-20 13:00:00,52,86,67,59,,97,97,54,100,64,58,64,64,60
2020-12-21 01:00:00,51,77,65,58,,,84,50,98,62,53,61,62,59
2020-12-21 13:00:00,52,85,68,59,,93,93,54,95,65,57,64,64,61
2020-12-22 01:00:00,51,79,64,55,,94,62,50,87,62,53,61,57,55
2020-12-22 13:00:00,53,83,65,59,,91,92,51,84,61,55,62,64,60
2020-12-23 01:00:00,54,80,65,57,,96,81,48,90,61,56,59,58,57
2020-12-23 13:00:00,55,89,68,61,,91,95,53,99,65,59,67,65,63
2020-12-24 01:00:00,57,65,67,59,,93,50,52,100,63,55,64,62,61
2020-12-24 13:00:00,55,76,69,60,,99,86,48,99,65,56,66,65,63
2020-12-25 01:00:00,47,71,63,53,,96,58,47,93,61,51,58,55,52
2020-12-25 13:00:00,43,56,60,56,,84,44,45,58,59,52,60,60,56
2020-12-26 01:00:00,44,52,59,49,,63,42,43,55,56,47,52,50,48
2020-12-26 13:00:00,41,67,58,53,,60,73,43,71,56,48,56,57,51
2020-12-27 01:00:00,41,56,57,47,,76,45,40,60,54,44,48,51,42
2020-12-27 13:00:00,43,58,60,52,,64,42,45,63,57,49,55,58,51
2020-12-28 01:00:00,46,57,59,50,,72,44,45,88,55,47,53,53,50
2020-12-28 13:00:00,43,55,60,53,,67,46,46,55,57,51,57,59,53
2020-12-29 01:00:00,43,66,59,51,,65,52,43,87,54,46,55,53,52
2020-12-29 13:00:00,45,71,60,53,,73,78,46,77,55,49,52,53,48
2020-12-30 01:00:00,53,72,58,50,,79,67,46,74,55,47,51,52,50
2020-12-30 13:00:00,44,73,62,54,,76,87,46,80,60,52,58,59,53
2020-12-31 01:00:00,42,78,57,47,,83,59,42,88,55,45,51,49,46
2020-12-31 13:00:00,44,80,61,53,,84,89,46,93,56,49,54,56,53
2021-01-01 01:00:00,49,78,60,50,,99,93,46,100,55,46,51,55,46
2021-01-01 13:00:00,43,80,60,53,,95,91,44,98,58,49,56,58,53
2021-01-02 01:00:00,45,77,58,49,,98,82,46,92,55,47,51,52,47
2021-01-02 13:00:00,43,73,60,53,,89,79,46,79,57,49,57,61,54
2021-01-03 01:00:00,45,72,59,49,,85,75,45,76,54,47,53,50,49
2021-01-03 13:00:00,42,75,59,52,,90,90,45,88,55,49,55,58,52
2021-01-04 01:00:00,45,69,57,48,,91,72,45,75,53,45,50,50,45
2021-01-04 13:00:00,43,73,60,52,,83,82,43,79,57,48,55,58,53
2021-01-05 01:00:00,44,72,57,48,,89,75,42,77,54,45,51,50,48
2021-01-05 13:00:00,39,72,56,51,,87,81,43,74,53,44,54,55,51
2021-01-06 01:00:00,43,67,55,46,,85,66,40,72,51,44,51,50,45
2021-01-06 13:00:00,40,69,57,50,,78,74,34,69,53,46,51,59,51
2021-01-07 01:00:00,41,60,56,47,,83,55,,,,,,49,43
2021-01-07 13:00:00,39,71,55,50,,83,86,,,,,,56,49
2021-01-08 01:00:00,37,64,54,42,,82,56,,,,,,44,42
2021-01-08 13:00:00,38,67,54,48,,77,72,,,,,,52,49
2021-01-09 01:00:00,36,59,53,41,,77,50,,,,,,42,40
2021-01-09 13:00:00,36,60,53,47,,67,55,,,,,,52,46
2021-01-10 01:00:00,40,56,53,45,,68,50,,,,,,46,40
2021-01-10 13:00:00,37,57,53,49,,64,69,,,,,,54,47
2021-01-11 01:00:00,38,55,52,42,,69,50,,,,,,45,42
2021-01-11 13:00:00,38,67,54,45,,65,74,,,,,,49,47
2020-07-11 02:00:00,,58,56,61,,57,34,58,65,55,60,61,60,60
2020-07-11 14:00:00,,52,54,60,,37,44,57,46,53,60,60,59,58
2020-07-12 14:00:00,,45,53,59,,30,37,56,39,52,59,59,58,58
2020-07-13 02:00:00,,43,54,59,,39,27,55,45,53,58,59,57,57
2020-02-10 01:00:00,,,,59,,56,41,,,,,,54,54

